Week,None,D0-D4,D1-D4,D2-D4,D3-D4,D4,DSCI
2003-06-17,0.00,100.00,100.00,100.00,100.00,10.18,410
2003-06-10,0.00,100.00,100.00,100.00,100.00,9.74,410
2003-06-03,0.00,100.00,100.00,100.00,100.00,5.41,405
2003-05-27,0.00,100.00,100.00,100.00,100.00,5.07,405
2003-05-20,0.00,100.00,100.00,100.00,100.00,5.25,405
2003-05-13,0.00,100.00,100.00,100.00,100.00,5.29,405
2003-05-06,0.00,100.00,100.00,100.00,100.00,0.04,400
2003-04-29,0.00,100.00,100.00,100.00,100.00,0.00,400
2003-04-22,0.00,100.00,100.00,100.00,100.00,0.00,400
2003-04-15,0.00,100.00,100.00,100.00,100.00,0.00,400
2003-04-08,0.00,100.00,100.00,100.00,100.00,0.02,400
2003-04-01,0.00,100.00,100.00,100.00,100.00,0.03,400
2003-03-25,0.00,100.00,100.00,100.00,99.97,0.43,400
2003-03-18,0.00,100.00,100.00,100.00,100.00,0.21,400
2003-03-11,0.00,100.00,100.00,100.00,99.94,0.50,400
2003-03-04,0.00,100.00,100.00,100.00,100.00,0.17,400
2003-02-25,0.00,100.00,100.00,100.00,100.00,0.98,401
2003-02-18,0.00,100.00,100.00,100.00,100.00,0.80,401
2003-02-11,0.00,100.00,100.00,100.00,100.00,1.14,401
2003-02-04,0.00,100.00,100.00,100.00,92.24,1.09,393
2003-01-28,0.00,100.00,100.00,100.00,93.05,1.22,394
2003-01-21,0.00,100.00,100.00,100.00,89.82,0.94,391
2003-01-14,0.00,100.00,100.00,100.00,66.27,1.33,368
2003-01-07,0.00,100.00,100.00,100.00,48.56,1.21,350
2002-12-31,0.00,100.00,100.00,100.00,19.37,0.67,320
2002-12-24,0.00,100.00,100.00,100.00,20.95,0.93,322
2002-12-17,0.00,100.00,100.00,100.00,19.64,1.06,321
2002-12-10,0.00,100.00,100.00,100.00,19.09,1.15,320
2002-12-03,0.00,100.00,100.00,71.21,20.26,0.97,292
2002-11-26,0.00,100.00,100.00,70.92,20.71,0.78,292
2002-11-19,0.00,100.00,100.00,70.44,20.21,1.16,292
2002-11-12,0.00,100.00,100.00,70.93,20.03,0.71,292
2002-11-05,0.00,100.00,100.00,73.61,29.93,3.97,308
2002-10-29,0.00,100.00,100.00,70.32,30.22,4.20,305
2002-10-22,0.00,100.00,100.00,70.08,29.26,3.56,303
2002-10-15,0.00,100.00,100.00,71.05,29.44,4.07,305
2002-10-08,0.00,100.00,100.00,71.05,29.74,3.76,305
2002-10-01,0.00,100.00,100.00,100.00,59.04,9.15,368
2002-09-24,0.00,100.00,100.00,100.00,65.94,12.13,378
2002-09-17,0.00,100.00,100.00,100.00,65.67,11.50,377
2002-09-10,0.00,100.00,100.00,100.00,65.99,12.41,378
2002-09-03,0.00,100.00,100.00,100.00,67.79,14.55,382
2002-08-27,0.00,100.00,100.00,100.00,67.00,16.15,383
2002-08-20,0.00,100.00,100.00,88.24,54.47,16.08,359
2002-08-13,0.00,100.00,100.00,88.24,53.95,15.20,357
2002-08-06,0.00,100.00,100.00,87.66,53.42,15.66,357
2002-07-30,0.00,100.00,100.00,83.33,44.86,15.66,344
2002-07-23,0.00,100.00,100.00,89.75,63.30,33.44,386
2002-07-16,0.00,100.00,100.00,85.72,62.05,31.98,380
2002-07-09,0.00,100.00,100.00,82.14,55.88,32.17,370
2002-07-02,0.00,100.00,100.00,81.73,55.51,31.71,369
2002-06-25,0.00,100.00,100.00,78.24,49.77,15.37,343
2002-06-18,0.00,100.00,100.00,70.32,38.87,11.01,320
2002-06-11,0.00,100.00,95.28,69.85,32.13,11.14,308
2002-06-04,0.00,100.00,95.11,69.31,29.49,10.40,304
2002-05-28,0.00,100.00,86.68,70.14,29.49,11.03,297
2002-05-21,0.00,100.00,85.93,69.54,31.47,0.00,287
2002-05-14,0.00,100.00,86.48,69.87,30.00,0.00,286
2002-05-07,0.00,100.00,86.25,70.48,4.80,0.00,262
2002-04-30,0.00,100.00,86.31,70.30,4.90,0.00,262
2002-04-23,0.00,100.00,85.03,66.03,2.28,0.00,253
2002-04-16,0.00,100.00,69.68,36.32,0.00,0.00,206
2002-04-09,0.00,100.00,53.53,28.18,0.00,0.00,182
2002-04-02,0.00,100.00,53.03,23.74,0.00,0.00,177
2002-03-26,0.00,100.00,49.08,22.30,0.00,0.00,171
2002-03-19,0.00,100.00,47.47,22.42,0.00,0.00,170
2002-03-12,0.00,100.00,55.48,21.91,0.00,0.00,177
2002-03-05,0.00,100.00,48.59,0.50,0.00,0.00,149
2002-02-26,0.00,100.00,48.66,0.77,0.00,0.00,149
2002-02-19,0.00,100.00,48.53,0.62,0.00,0.00,149
2002-02-12,0.00,100.00,29.48,0.61,0.00,0.00,130
2002-02-05,0.00,100.00,31.22,0.63,0.00,0.00,132
2002-01-29,0.14,99.86,9.86,0.48,0.00,0.00,110
2002-01-22,0.14,99.86,16.32,0.69,0.00,0.00,117
2002-01-15,0.10,99.90,16.16,0.58,0.00,0.00,117
2002-01-08,13.97,86.03,22.55,0.56,0.00,0.00,109
2002-01-01,13.86,86.14,22.99,1.60,0.00,0.00,111
2001-12-25,16.00,84.00,23.46,2.03,0.00,0.00,110
2001-12-18,15.99,84.01,23.46,2.03,0.00,0.00,110
2001-12-11,16.00,84.00,23.46,2.03,0.00,0.00,110
2001-12-04,15.99,84.01,23.46,5.55,0.05,0.00,113
2001-11-27,18.23,81.77,23.46,9.75,4.74,0.00,120
2001-11-20,17.18,82.82,37.20,9.75,4.74,0.00,135
2001-11-13,17.19,82.81,37.20,9.77,4.74,0.00,135
2001-11-06,17.19,82.81,37.20,9.77,4.74,0.00,135
2001-10-30,17.35,82.65,37.20,9.77,4.74,0.00,134
2001-10-23,32.33,67.67,37.20,10.14,4.74,0.00,120
2001-10-16,32.33,67.67,37.20,10.14,4.74,0.00,120
2001-10-09,32.32,67.68,37.20,10.14,4.74,0.00,120
2001-10-02,32.32,67.68,37.20,10.14,4.74,0.00,120
2001-09-25,32.32,67.68,37.20,10.14,5.46,0.00,120
2001-09-18,32.32,67.68,37.20,10.14,5.46,0.00,120
2001-09-11,32.32,67.68,37.20,10.14,5.46,0.00,120
2001-09-04,42.65,57.35,29.38,10.14,5.47,0.00,102
2001-08-28,42.65,57.35,29.38,10.14,5.47,0.00,102
2001-08-21,42.65,57.35,29.13,10.62,5.04,0.00,102
2001-08-14,41.72,58.28,28.38,14.46,2.76,0.00,104
2001-08-07,46.90,53.10,28.38,14.46,3.41,0.00,99
2001-07-31,46.90,53.10,28.38,14.46,3.67,0.00,100
2001-07-24,46.90,53.10,28.38,14.46,0.00,0.00,96
2001-07-17,47.20,52.80,28.38,14.46,0.00,0.00,96
2001-07-10,47.20,52.80,27.29,13.46,0.00,0.00,94
2001-07-03,0.00,100.00,27.29,19.34,0.00,0.00,147
2001-06-26,0.00,100.00,27.28,13.33,0.00,0.00,141
2001-06-19,0.00,100.00,13.19,0.01,0.00,0.00,113
2001-06-12,48.32,51.68,19.99,0.22,0.00,0.00,72
2001-06-05,69.15,30.85,10.78,0.22,0.00,0.00,42
2001-05-29,75.30,24.70,4.38,0.22,0.00,0.00,29
2001-05-22,75.30,24.70,4.38,0.22,0.00,0.00,29
2001-05-15,75.30,24.70,4.38,0.22,0.00,0.00,29
2001-05-08,75.30,24.70,4.38,0.00,0.00,0.00,29
2001-05-01,75.30,24.70,4.38,0.00,0.00,0.00,29
2001-04-24,75.30,24.70,4.38,0.00,0.00,0.00,29
2001-04-17,75.30,24.70,4.38,0.00,0.00,0.00,29
2001-04-10,75.83,24.17,4.38,0.00,0.00,0.00,29
2001-04-03,71.21,28.79,4.02,0.00,0.00,0.00,33
2001-03-27,81.54,18.46,0.00,0.00,0.00,0.00,18
2001-03-20,81.54,18.46,0.00,0.00,0.00,0.00,18
2001-03-13,96.45,3.55,0.00,0.00,0.00,0.00,4
2001-03-06,97.90,2.10,0.00,0.00,0.00,0.00,2
2001-02-27,97.90,2.10,0.00,0.00,0.00,0.00,2
2001-02-20,100.00,0.00,0.00,0.00,0.00,0.00,0
2001-02-13,100.00,0.00,0.00,0.00,0.00,0.00,0
2001-02-06,100.00,0.00,0.00,0.00,0.00,0.00,0
2001-01-30,100.00,0.00,0.00,0.00,0.00,0.00,0
2001-01-23,100.00,0.00,0.00,0.00,0.00,0.00,0
2001-01-16,100.00,0.00,0.00,0.00,0.00,0.00,0
2001-01-09,100.00,0.00,0.00,0.00,0.00,0.00,0
2001-01-02,100.00,0.00,0.00,0.00,0.00,0.00,0
2000-12-26,100.00,0.00,0.00,0.00,0.00,0.00,0
2000-12-19,100.00,0.00,0.00,0.00,0.00,0.00,0
2000-12-12,99.96,0.04,0.00,0.00,0.00,0.00,0
2000-12-05,99.74,0.26,0.00,0.00,0.00,0.00,0
2000-11-28,92.12,7.88,0.00,0.00,0.00,0.00,8
2000-11-21,92.12,7.88,0.00,0.00,0.00,0.00,8
2000-11-14,89.27,10.73,0.00,0.00,0.00,0.00,11
2000-11-07,73.56,26.44,0.00,0.00,0.00,0.00,26
2000-10-31,49.63,50.37,1.59,0.00,0.00,0.00,52
2000-10-24,0.00,100.00,35.27,0.00,0.00,0.00,135
2000-10-17,1.19,98.81,33.85,2.25,0.00,0.00,135
2000-10-10,0.07,99.93,80.91,2.09,0.00,0.00,183
2000-10-03,0.07,99.93,80.65,2.34,0.00,0.00,183
2000-09-26,0.07,99.93,80.65,2.34,0.00,0.00,183
2000-09-19,0.08,99.92,79.93,2.34,0.00,0.00,182
2000-09-12,0.07,99.93,79.93,2.34,0.00,0.00,182
2000-09-05,0.08,99.92,79.93,2.34,0.00,0.00,182
2000-08-29,0.00,100.00,100.00,7.04,0.00,0.00,207
2000-08-22,0.00,100.00,100.00,6.15,0.00,0.00,206
2000-08-15,0.00,100.00,95.62,6.39,0.00,0.00,202
2000-08-08,0.00,100.00,51.02,0.00,0.00,0.00,151
2000-08-01,0.00,100.00,31.29,0.00,0.00,0.00,131
2000-07-25,0.00,100.00,19.14,0.00,0.00,0.00,119
2000-07-18,0.00,100.00,16.84,0.00,0.00,0.00,117
2000-07-11,0.80,99.20,18.69,0.00,0.00,0.00,118
2000-07-04,0.76,99.24,6.04,0.00,0.00,0.00,105
2000-06-27,0.33,99.67,0.00,0.00,0.00,0.00,100
2000-06-20,6.47,93.53,0.00,0.00,0.00,0.00,94
2000-06-13,51.73,48.27,0.00,0.00,0.00,0.00,48
2000-06-06,78.86,21.14,0.00,0.00,0.00,0.00,21
2000-05-30,99.59,0.41,0.00,0.00,0.00,0.00,0
2000-05-23,99.80,0.20,0.00,0.00,0.00,0.00,0
2000-05-16,99.69,0.31,0.00,0.00,0.00,0.00,0
2000-05-09,100.00,0.00,0.00,0.00,0.00,0.00,0
2000-05-02,100.00,0.00,0.00,0.00,0.00,0.00,0
2000-04-25,100.00,0.00,0.00,0.00,0.00,0.00,0
2000-04-18,100.00,0.00,0.00,0.00,0.00,0.00,0
2000-04-11,100.00,0.00,0.00,0.00,0.00,0.00,0
2000-04-04,100.00,0.00,0.00,0.00,0.00,0.00,0
2000-03-28,100.00,0.00,0.00,0.00,0.00,0.00,0
2000-03-21,100.00,0.00,0.00,0.00,0.00,0.00,0
2000-03-14,100.00,0.00,0.00,0.00,0.00,0.00,0
2000-03-07,91.98,8.02,0.00,0.00,0.00,0.00,8
2000-02-29,84.23,15.77,0.00,0.00,0.00,0.00,16
2000-02-22,78.86,21.14,0.00,0.00,0.00,0.00,21
2000-02-15,70.63,29.37,0.00,0.00,0.00,0.00,29
2000-02-08,59.72,40.28,0.00,0.00,0.00,0.00,40
2000-02-01,43.64,56.36,0.00,0.00,0.00,0.00,56
2000-01-25,44.25,55.75,0.00,0.00,0.00,0.00,56
2000-01-18,43.69,56.31,0.00,0.00,0.00,0.00,56
2000-01-11,63.01,36.99,0.00,0.00,0.00,0.00,37
2000-01-04,100.00,0.00,0.00,0.00,0.00,0.00,0
